"Deer.ID","Sample.Date","Year","Month","Origin","Sample1","Sample2","Species","Sex","Age","County","grid","Latitude","Longitude","status"
"A17918","2001-01-02","2001","Jan","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","974",39.242,-78.1483,"0"
"B20460","2001-11-14","2001","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","2122",38.871,-78.4043,"0"
"B02510","2001-11-21","2001","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","3",38.762,-78.7416,"0"
"A1868","2001-12-02","2001","Dec","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","810",39.1803,-78.0018,"0"
"B2051","2002-04-01","2002","Apr","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Shenandoah","3175",38.7175,-78.6875,"0"
NA,"2002-09-18","2002","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-09-18","2002","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-09-18","2002","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2002-09-18","2002","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-09-25","2002","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Warren",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Clarke",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Warren",NA,NA,NA,"0"
NA,"2002-10-06","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Warren",NA,NA,NA,"0"
NA,"2002-10-07","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-07","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-07","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Warren",NA,NA,NA,"0"
NA,"2002-10-07","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Yearlings","Warren",NA,NA,NA,"0"
NA,"2002-10-09","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
NA,"2002-10-09","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-10-09","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-10-09","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
NA,"2002-10-09","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-09","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-09","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-11","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
NA,"2002-10-11","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-10-11","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-11","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-11","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-11","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2002-10-11","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Warren",NA,NA,NA,"0"
NA,"2002-10-14","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Clarke",NA,NA,NA,"0"
NA,"2002-10-14","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Clarke",NA,NA,NA,"0"
NA,"2002-10-14","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Clarke",NA,NA,NA,"0"
NA,"2002-10-14","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-10-14","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
NA,"2002-10-14","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
NA,"2002-10-14","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
NA,"2002-10-14","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Warren",NA,NA,NA,"0"
NA,"2002-10-17","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-10-17","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-10-17","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-10-17","2002","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Adult","Frederick",NA,NA,NA,"0"
NA,"2002-12-16","2002","Dec","Free-Ranging","Targeted","Clinical suspect","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
NA,"2004-07-28","2004","Jul","Free-Ranging","Targeted","Clinical suspect","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
NA,"2004-10-07","2004","Oct","Free-Ranging","Targeted","Clinical suspect","White Tailed Deer","Female","Adult","Clarke",NA,NA,NA,"0"
"A1050","2004-11-15","2004","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","462",39.0887,-78.4149,"0"
"A0992","2004-11-29","2004","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Shenandoah","120",38.8902,-78.6262,"0"
"A0900","2004-11-29","2004","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","191",38.9604,-78.5125,"0"
"A00185","2005-09-13","2005","Sep","Free-Ranging","Targeted","Clinical suspect","White Tailed Deer","Female","Adult","Warren",NA,NA,NA,"0"
"A00003","2005-09-18","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00005","2005-09-22","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00012","2005-09-22","2005","Sep","Free-Ranging","Active "," Other","White Tailed Deer",NA,"Yearlings","Shenandoah",NA,NA,NA,"0"
"A00007","2005-09-23","2005","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00008","2005-09-23","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00009","2005-09-27","2005","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00010","2005-09-27","2005","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00011","2005-09-27","2005","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00013","2005-09-27","2005","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00014","2005-09-27","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00016","2005-09-27","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
"A00017","2005-09-27","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Clarke",NA,NA,NA,"0"
"A00018","2005-09-28","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00019","2005-09-30","2005","Sep","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00021","2005-09-30","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Clarke",NA,NA,NA,"0"
"A00022","2005-09-30","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00036","2005-09-30","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00047","2005-09-30","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00062","2005-09-30","2005","Sep","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00034","2005-10-04","2005","Oct","Free-Ranging","Targeted "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00035","2005-10-04","2005","Oct","Free-Ranging","Targeted "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00048","2005-10-05","2005","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00049","2005-10-05","2005","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00051","2005-10-05","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00050","2005-10-06","2005","Oct","Free-Ranging","Targeted "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00052","2005-10-07","2005","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
"A00053","2005-10-07","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00054","2005-10-07","2005","Oct","Free-Ranging","Active "," Other","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00055","2005-10-07","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00056","2005-10-07","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00057","2005-10-07","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00059","2005-10-12","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00060","2005-10-12","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00061","2005-10-12","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00058","2005-10-14","2005","Oct","Enclosure","Targeted "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00087","2005-10-14","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00064","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00066","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00067","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00068","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00069","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00070","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00071","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00072","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00073","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00074","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"VA00067","2005-10-19","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00075","2005-10-20","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00076","2005-10-20","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00077","2005-10-20","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00078","2005-10-20","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00079","2005-10-20","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00080","2005-10-20","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00091","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Clarke",NA,NA,NA,"0"
"A00092","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00093","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00094","2005-10-21","2005","Oct","Free-Ranging","Targeted "," Other","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00095","2005-10-21","2005","Oct","Free-Ranging","Targeted "," Other","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00096","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00097","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00098","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00099","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00100","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00101","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00102","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00103","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00106","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00107","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
"A00108","2005-10-21","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
"A03136","2005-10-21","2005","Oct","Free-Ranging","Targeted","Clinical suspect","White Tailed Deer",NA,"Adult","Warren",NA,NA,NA,"0"
"A00130","2005-10-22","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00104","2005-10-24","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00105","2005-10-24","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00122","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick","626",39.118,-77.8369,"0"
"VA00122","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick","626",39.118,-77.8369,"0"
"A00123","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00124","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00125","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00126","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00127","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00128","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00129","2005-10-25","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00131","2005-10-26","2005","Oct","Free-Ranging","Targeted "," Other","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00132","2005-10-26","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00133","2005-10-26","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Clarke",NA,NA,NA,"0"
"A00134","2005-10-26","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00135","2005-10-26","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00136","2005-10-26","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00137","2005-10-26","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00138","2005-10-27","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00139","2005-10-27","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00140","2005-10-27","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"VA00139","2005-10-27","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00141","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00142","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00143","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00144","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00145","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
"A00146","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00147","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00148","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00149","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00150","2005-10-28","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00180","2005-10-30","2005","Oct","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Adult","Frederick",NA,NA,NA,"0"
"A00152","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00153","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00154","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00155","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00156","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00157","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00158","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00159","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00160","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
"A00161","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00162","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00163","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00164","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00165","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00166","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Frederick",NA,NA,NA,"0"
"A00167","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00168","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00169","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00170","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Frederick",NA,NA,NA,"0"
"A00171","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00172","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Shenandoah",NA,NA,NA,"0"
"A00173","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Shenandoah",NA,NA,NA,"0"
"A00174","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Yearlings","Clarke",NA,NA,NA,"0"
"A00175","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
"A00176","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00177","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00178","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick",NA,NA,NA,"0"
"A00179","2005-11-01","2005","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke",NA,NA,NA,"0"
