"Deer.ID","Sample.Date","Year","Month","Origin","Sample1","Sample2","Species","Sex","Age","County","grid","Latitude","Longitude","status"
"A09240","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke","393",39.05,-78.0073,"0"
"A09246","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Clarke","1477",39.0668,-78.0996,"0"
"A09230","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick","431",39.07,-78.2296,"0"
"A09252","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","570",39.1074,-77.9862,"0"
"A09231","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Clarke","568",39.1084,-78.0234,"0"
"A09251","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","621",39.1205,-77.9298,"0"
"A09256","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Clarke","618",39.1219,-77.9856,"0"
"A09242","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Clarke","617",39.1224,-78.0042,"0"
"A09255","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","649",39.1446,-78.3198,"0"
"A09228","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Clarke","722",39.1474,-77.8542,"0"
"A09265","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","714",39.1514,-78.003,"0"
"A09260","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","704",39.156,-78.189,"0"
"A09271","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","769",39.1629,-77.8908,"0"
"A09257","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","768",39.1634,-77.9094,"0"
"A09254","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","746",39.1736,-78.3187,"0"
"A09224","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Clarke","814",39.1784,-77.9273,"0"
"A09249","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Clarke","814",39.1784,-77.9273,"0"
"A09234","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Clarke","810",39.1803,-78.0018,"0"
"A09245","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","805",39.1827,-78.0948,"0"
"A09225","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","800",39.185,-78.1879,"0"
"A09239","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick","799",39.1854,-78.2065,"0"
"A09248","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","850",39.1976,-78.1128,"0"
"A09229","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick","847",39.199,-78.1687,"0"
"A09267","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","902",39.2083,-77.9633,"0"
"A09237","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick","889",39.2144,-78.2053,"0"
"A09261","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","886",39.2157,-78.2612,"0"
"A09264","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","929",39.2298,-78.242,"0"
"A09247","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","1039",39.2758,-78.3521,"0"
"A09243","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Frederick","1077",39.2886,-78.277,"0"
"A09258","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","1115",39.2999,-78.1459,"0"
"A09244","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Female","Adult","Frederick","1107",39.3035,-78.2951,"0"
"A09270","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","1141",39.3158,-78.2013,"0"
"A09253","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","1138",39.3171,-78.2572,"0"
"A09250","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","1137",39.3175,-78.2759,"0"
"A09241","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick","1136",39.318,-78.2945,"0"
"A09232","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Frederick","1134",39.3188,-78.3318,"0"
"A09269","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","1188",39.3443,-78.1815,"0"
"A09236","2016-11-17","2016","Nov","Free-Ranging","Active "," Road Killed","White Tailed Deer","Male","Yearlings","Frederick","1181",39.3474,-78.3121,"0"
"A09262","2016-11-17","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","1199",39.3601,-78.2369,"0"
"B19564","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Warren","1980",38.8921,-78.0696,"0"
"A09301","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","1569",38.9808,-78.1402,"0"
"A09285","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Warren","1563",38.9835,-78.2516,"0"
"A09290","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","217",38.9877,-78.4372,"0"
"A09279","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Clarke","1529",39.007,-78.0277,"0"
"A09366","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","1523",39.0098,-78.1391,"0"
"B19561","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","306",39.03,-78.3799,"0"
"A09302","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","1497",39.0374,-78.0822,"0"
"A09280","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","396",39.0485,-77.9516,"0"
"A09365","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","396",39.0485,-77.9516,"0"
"A09273","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","1485",39.0523,-78.1002,"0"
"A09298","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Clarke","441",39.0615,-77.8952,"0"
"A09275","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","437",39.0635,-77.9695,"0"
"B19563","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","1476",39.0673,-78.1181,"0"
"A09289","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","481",39.078,-77.9689,"0"
"B19567","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","517",39.0962,-78.117,"0"
"A09300","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","576",39.1045,-77.8747,"0"
"A09363","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Clarke","572",39.1065,-77.9491,"0"
"A09296","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","570",39.1074,-77.9862,"0"
"B19568","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","566",39.1093,-78.0606,"0"
"B19555","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","556",39.1152,-78.3023,"0"
"A09272","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","618",39.1219,-77.9856,"0"
"B19562","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","616",39.1229,-78.0228,"0"
"A09368","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","607",39.1279,-78.2273,"0"
"A09292","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","601",39.1305,-78.3389,"0"
"A09277","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","663",39.1378,-78.0408,"0"
"B19566","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","703",39.1564,-78.2076,"0"
"A09284","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","699",39.1582,-78.282,"0"
"A09295","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Clarke","769",39.1629,-77.8908,"0"
"A09287","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","766",39.1644,-77.9466,"0"
"A09281","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","814",39.1784,-77.9273,"0"
"A09288","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","806",39.1822,-78.0762,"0"
"A09303","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","859",39.1934,-77.9453,"0"
"B19557","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Clarke","856",39.1948,-78.0011,"0"
"A09283","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Clarke","855",39.1953,-78.0198,"0"
"A09293","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer",NA,"Adult","Clarke","902",39.2083,-77.9633,"0"
"A09297","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Clarke","902",39.2083,-77.9633,"0"
"A09299","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","896",39.2112,-78.075,"0"
"A09282","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Frederick","935",39.2271,-78.1302,"0"
"B19565","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","933",39.228,-78.1675,"0"
"B19558","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","932",39.2284,-78.1861,"0"
"A09286","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","972",39.2429,-78.1855,"0"
"A09278","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","1016",39.2551,-78.0918,"0"
"A09274","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","1009",39.2583,-78.2222,"0"
"A09364","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","1050",39.271,-78.1471,"0"
"A09294","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","1045",39.2732,-78.2403,"0"
"A09367","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","1084",39.2854,-78.1465,"0"
"B19556","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","1084",39.2854,-78.1465,"0"
"A09276","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","1109",39.3026,-78.2578,"0"
"A09291","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Frederick","1107",39.3035,-78.2951,"0"
"B19560","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","1164",39.3316,-78.2567,"0"
"B19559","2016-11-18","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","1162",39.3325,-78.294,"0"
"B19854","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Frederick","961",39.2477,-78.3905,"1"
"B19994","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","1077",39.2886,-78.277,"1"
"B19663","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Frederick","1075",39.2894,-78.3143,"1"
"B21794","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","3715",38.6443,-78.6529,"0"
"B21874","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","3286",38.7019,-78.6325,"0"
"B21875","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","3286",38.7019,-78.6325,"0"
"B21775","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","3282",38.7033,-78.7064,"0"
"B20013","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Shenandoah","3279",38.7044,-78.7619,"0"
"B21788","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","3176",38.7171,-78.669,"0"
"B21783","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","3173",38.7182,-78.7245,"0"
"B21793","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","3172",38.7185,-78.743,"0"
"B21780","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","3071",38.7301,-78.5945,"0"
"B21791","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","3068",38.7312,-78.65,"0"
"B19595","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Shenandoah","2956",38.7472,-78.7236,"0"
"B21784","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","2955",38.7475,-78.7421,"0"
"B19600","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","2852",38.7591,-78.5935,"0"
"B21789","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","2848",38.7631,-78.7971,"0"
"B21779","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","2746",38.7779,-78.8152,"0"
"B21778","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","27",38.7884,-78.6111,"0"
"B19618","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","21",38.7906,-78.7222,"0"
"B19603","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","2645",38.7924,-78.8148,"0"
"B22086","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Warren","2568",38.7948,-78.2403,"0"
"B21975","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","2567",38.7952,-78.2588,"0"
"B21976","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Warren","2567",38.7952,-78.2588,"0"
"B22081","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","2554",38.8006,-78.4995,"0"
"B19581","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","35",38.804,-78.6662,"0"
"B21773","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","32",38.8051,-78.7217,"0"
"B21777","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","43",38.82,-78.7398,"0"
"B19592","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","40",38.821,-78.7953,"0"
"B21980","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Warren","2383",38.8242,-78.2577,"0"
"B21982","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","2383",38.8242,-78.2577,"0"
"B21795","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","2369",38.83,-78.517,"0"
"B19578","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","2367",38.8307,-78.5541,"0"
"B21790","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","59",38.8326,-78.6467,"0"
"B19575","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","56",38.8338,-78.7023,"0"
"B21785","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","56",38.8338,-78.7023,"0"
"B21786","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","56",38.8338,-78.7023,"0"
"B19570","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","55",38.8341,-78.7208,"0"
"B19577","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","55",38.8341,-78.7208,"0"
"B21782","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Shenandoah","55",38.8341,-78.7208,"0"
"B19612","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","52",38.8352,-78.7764,"0"
"B21978","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Warren","2295",38.8386,-78.2572,"0"
"B21979","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Warren","2293",38.8395,-78.2942,"0"
"B21879","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","2287",38.842,-78.4053,"0"
"B19602","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","2281",38.8445,-78.5165,"0"
"B19586","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","70",38.8479,-78.6833,"0"
"B19601","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","70",38.8479,-78.6833,"0"
"B21774","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","69",38.8482,-78.7018,"0"
"B21776","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","66",38.8493,-78.7574,"0"
"B21878","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","2202",38.8569,-78.4233,"0"
"B19584","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","2197",38.8589,-78.516,"0"
"B19573","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","91",38.8605,-78.5901,"0"
"B19574","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","91",38.8605,-78.5901,"0"
"B19593","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","89",38.8613,-78.6272,"0"
"B21787","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","81",38.8642,-78.7755,"0"
"B21977","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","2130",38.8676,-78.256,"0"
"B19613","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","107",38.8746,-78.5711,"0"
"B19569","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","105",38.8754,-78.6082,"0"
"B19598","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","98",38.878,-78.7379,"0"
"B19615","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","96",38.8787,-78.775,"0"
"B19554","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Warren","2049",38.8825,-78.274,"0"
"B20021","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Warren","2049",38.8825,-78.274,"0"
"B22094","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Warren","2047",38.8834,-78.3111,"0"
"B21876","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","2044",38.8847,-78.3667,"0"
"B19610","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","114",38.8924,-78.7375,"0"
"B22092","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","1974",38.8948,-78.1808,"0"
"B19580","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","138",38.9032,-78.5516,"0"
"B19572","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","137",38.9036,-78.5701,"0"
"B19579","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","136",38.904,-78.5887,"0"
"B19591","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer",NA,"Yearlings","Shenandoah","134",38.9047,-78.6257,"0"
"B19608","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Shenandoah","1879",38.9161,-78.4769,"0"
"B19606","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","143",38.9214,-78.7366,"0"
"B22090","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Adult","Warren","1817",38.9242,-78.1982,"0"
"B22091","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Warren","1817",38.9242,-78.1982,"0"
"B21877","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","1805",38.9294,-78.4207,"0"
"B19605","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","168",38.9314,-78.5135,"0"
"B20318","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","168",38.9314,-78.5135,"0"
"A16879","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer",NA,"Adult","Shenandoah","165",38.9326,-78.5691,"0"
"B19588","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","165",38.9326,-78.5691,"0"
"B22078","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","1742",38.9383,-78.1791,"0"
"B22083","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","1736",38.9409,-78.2904,"0"
"B19585","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","178",38.9463,-78.5315,"0"
"B19589","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Yearlings","Shenandoah","177",38.9467,-78.5501,"0"
"B19607","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Shenandoah","175",38.9474,-78.5872,"0"
"B22079","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Male","Adult","Warren","1671",38.9519,-78.1414,"0"
"B22084","2016-11-19","2016","Nov","Free-Ranging","Active "," Hunter Killed","White Tailed Deer","Female","Yearlings","Warren","1670",38.9523,-78.1599,"0"
